Water kg/m3,Cement kg/m3,Water / Cement Ratio,Natural Coarse Aggregate Fineness Modulus,Natural Coarse Aggregate (kg/m3),Recycled Coarse Aggregate Fineness Modulus,Recycled coarse aggregate Absorption Capacity (%),Recycled Coarse Aggregate (kg/m3),Replacement Percentage of Recycled Coarse Aggregate (%),Natural Fine Aggregate Fineness Modulus,Natural Fine Aggregate (kg/m3),Crumb Rubber FM,Crumb Rubber (kg/m3),Replacement Percentage of Crumb Rubber (%),Addition of Fiber (kg/m3),Fiber Mass(%),No Fiber,PPFiber,SteelFiber,SteelTireWiresFiber,Age (Days),Compressive Strength (MPa)
188,428,0.44,6.51,710.5,6.45,3.23,304.5,30,2.39,606.8,3.49,31.24,10,4.54,0.5,0,1,0,0,56,30.93
188,428,0.44,6.51,710.5,6.45,3.23,304.5,30,2.39,606.8,3.49,31.24,10,4.54,0.5,0,1,0,0,56,30.32
205,456,0.45,6.73,979.6,0,0,0,0,2.8,731.4,0,0,0,0,0,1,0,0,0,7,22.2
205,456,0.45,6.73,979.6,0,0,0,0,2.8,731.4,0,0,0,0,0,1,0,0,0,7,19.9
205,456,0.45,6.73,979.6,0,0,0,0,2.8,731.4,0,0,0,0,0,1,0,0,0,7,19.6
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,0,0,1,0,0,0,7,19.8
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,0,0,1,0,0,0,7,18.3
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,0,0,1,0,0,0,7,19.5
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,4.55,0.5,0,1,0,0,7,21
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,4.55,0.5,0,1,0,0,7,21.8
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,4.55,0.5,0,1,0,0,7,20.4
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,0,0,1,0,0,0,7,14.6
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,0,0,1,0,0,0,7,14.6
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,0,0,1,0,0,0,7,16.5
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,4.55,0.5,0,1,0,0,7,16.3
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,4.55,0.5,0,1,0,0,7,15.7
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,4.55,0.5,0,1,0,0,7,14.5
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,0,0,1,0,0,0,7,10.6
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,0,0,1,0,0,0,7,12.9
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,0,0,1,0,0,0,7,13.8
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,4.55,0.5,0,1,0,0,7,14.5
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,4.55,0.5,0,1,0,0,7,14.8
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,4.55,0.5,0,1,0,0,7,15.2
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,0,0,1,0,0,0,7,11.9
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,0,0,1,0,0,0,7,10.4
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,0,0,1,0,0,0,7,11
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,4.55,0.5,0,1,0,0,7,14.1
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,4.55,0.5,0,1,0,0,7,12.4
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,4.55,0.5,0,1,0,0,7,15
205,456,0.45,6.73,979.6,0,0,0,0,2.8,731.4,0,0,0,0,0,1,0,0,0,28,44.6
205,456,0.45,6.73,979.6,0,0,0,0,2.8,731.4,0,0,0,0,0,1,0,0,0,28,41.3
205,456,0.45,6.73,979.6,0,0,0,0,2.8,731.4,0,0,0,0,0,1,0,0,0,28,42.7
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,0,0,1,0,0,0,28,38.23
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,0,0,1,0,0,0,28,35.3
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,0,0,1,0,0,0,28,34.7
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,4.55,0.5,0,1,0,0,28,44.2
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,4.55,0.5,0,1,0,0,28,43.5
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,4.55,0.5,0,1,0,0,28,43
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,0,0,1,0,0,0,28,32
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,0,0,1,0,0,0,28,34.7
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,0,0,1,0,0,0,28,34.8
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,4.55,0.5,0,1,0,0,28,38.3
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,4.55,0.5,0,1,0,0,28,38.8
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,4.55,0.5,0,1,0,0,28,41.7
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,0,0,1,0,0,0,28,32.7
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,0,0,1,0,0,0,28,30.7
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,0,0,1,0,0,0,28,28.1
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,4.55,0.5,0,1,0,0,28,34.7
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,4.55,0.5,0,1,0,0,28,33.2
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,4.55,0.5,0,1,0,0,28,31.93
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,0,0,1,0,0,0,28,24.6
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,0,0,1,0,0,0,28,23.3
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,0,0,1,0,0,0,28,24.1
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,4.55,0.5,0,1,0,0,28,31.2
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,4.55,0.5,0,1,0,0,28,31.9
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,4.55,0.5,0,1,0,0,28,30.4
205,456,0.45,6.73,979.6,0,0,0,0,2.8,731.4,0,0,0,0,0,1,0,0,0,56,48.2
205,456,0.45,6.73,979.6,0,0,0,0,2.8,731.4,0,0,0,0,0,1,0,0,0,56,46.5
205,456,0.45,6.73,979.6,0,0,0,0,2.8,731.4,0,0,0,0,0,1,0,0,0,56,47.1
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,0,0,1,0,0,0,56,43.5
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,0,0,1,0,0,0,56,41.4
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,0,0,1,0,0,0,56,40.3
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,4.55,0.5,0,1,0,0,56,49.2
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,4.55,0.5,0,1,0,0,56,47.2
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,731.4,0,0,0,4.55,0.5,0,1,0,0,56,48.7
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,0,0,1,0,0,0,56,37.5
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,0,0,1,0,0,0,56,39.2
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,0,0,1,0,0,0,56,38.8
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,4.55,0.5,0,1,0,0,56,42.3
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,4.55,0.5,0,1,0,0,56,43.2
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,694.8,3.12,15.9,5,4.55,0.5,0,1,0,0,56,45.7
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,0,0,1,0,0,0,56,36.7
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,0,0,1,0,0,0,56,34.7
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,0,0,1,0,0,0,56,33.8
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,4.55,0.5,0,1,0,0,56,39.3
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,4.55,0.5,0,1,0,0,56,37.2
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,658.3,3.12,31.8,10,4.55,0.5,0,1,0,0,56,38.93
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,0,0,1,0,0,0,56,29.6
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,0,0,1,0,0,0,56,27.3
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,0,0,1,0,0,0,56,28.1
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,4.55,0.5,0,1,0,0,56,35.2
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,4.55,0.5,0,1,0,0,56,36.1
205,456,0.45,6.73,685.7,6.73,2.97,293.9,30,2.8,621.7,3.12,47.7,15,4.55,0.5,0,1,0,0,56,35.7
125,330,0.378787879,6.5,1443,0,0,0,0,2.6,560,0,0,0,0,0,1,0,0,0,180,50.2
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,560,0,0,0,0,0,1,0,0,0,180,55.3
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,504,2.5,18.1,10,0,0,1,0,0,0,180,39.9
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,448,2.5,36.2,20,0,0,1,0,0,0,180,33.6
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,392,2.5,54.3,30,0,0,1,0,0,0,180,29.2
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,560,0,0,0,0,0,1,0,0,0,28,60
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,504,2.5,18.1,10,0,0,1,0,0,0,28,37.5
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,448,2.5,36.2,20,0,0,1,0,0,0,28,31.5
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,392,2.5,54.3,30,0,0,1,0,0,0,28,27.48
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,336,2.5,72.4,40,0,0,1,0,0,0,28,25.98
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,504,2.5,18.1,10,0,0,1,0,0,0,28,43.5
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,448,2.5,36.2,20,0,0,1,0,0,0,28,37.98
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,392,2.5,54.3,30,0,0,1,0,0,0,28,33.96
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,336,2.5,72.4,40,0,0,1,0,0,0,28,27.48
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,504,2.5,18.1,10,0,0,1,0,0,0,28,47.58
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,448,2.5,36.2,20,0,0,1,0,0,0,28,42.96
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,392,2.5,54.3,30,0,0,1,0,0,0,28,40.02
139,330,0.421212121,0,0,6.5,3,1340,100,2.6,336,2.5,72.4,40,0,0,1,0,0,0,28,31.02
230,589,0.37,6.5,996,0,0,0,0,2.5,572,0,0,0,1,0,0,1,0,0,7,37.5
230,589,0.37,6.5,747,6.5,7.09,249,25,2.5,572,0,0,0,1,0,0,1,0,0,7,37.2
230,589,0.37,6.5,498,6.5,7.09,498,50,2.5,572,0,0,0,1,0,0,1,0,0,7,35.9
230,589,0.37,6.5,249,6.5,7.09,747,75,2.5,572,0,0,0,1,0,0,1,0,0,7,35.1
230,589,0.37,0,0,6.5,7.09,996,100,2.5,572,0,0,0,1,0,0,1,0,0,7,33.6
230,589,0.37,6.5,996,0,0,0,0,2.5,515,2.5,22.2,10,1,0,0,1,0,0,7,36.2
230,589,0.37,6.5,747,6.5,7.09,249,25,2.5,515,2.5,22.2,10,1,0,0,1,0,0,7,35.9
230,589,0.37,6.5,498,6.5,7.09,498,50,2.5,515,2.5,22.2,10,1,0,0,1,0,0,7,35.1
230,589,0.37,6.5,249,6.5,7.09,747,75,2.5,515,2.5,22.2,10,1,0,0,1,0,0,7,33.8
230,589,0.37,0,0,6.5,7.09,996,100,2.5,515,2.5,22.2,10,1,0,0,1,0,0,7,32.7
230,589,0.37,6.5,996,0,0,0,0,2.5,458,2.5,44.3,20,1,0,0,1,0,0,7,34.8
230,589,0.37,6.5,747,6.5,7.09,249,25,2.5,458,2.5,44.3,20,1,0,0,1,0,0,7,33.9
230,589,0.37,6.5,498,6.5,7.09,498,50,2.5,458,2.5,44.3,20,1,0,0,1,0,0,7,33.1
230,589,0.37,6.5,249,6.5,7.09,747,75,2.5,458,2.5,44.3,20,1,0,0,1,0,0,7,32.6
230,589,0.37,0,0,6.5,7.09,996,100,2.5,458,2.5,44.3,20,1,0,0,1,0,0,7,31.3
230,589,0.37,6.5,996,0,0,0,0,2.5,400,2.5,66.5,30,1,0,0,1,0,0,7,31
230,589,0.37,6.5,747,6.5,7.09,249,25,2.5,400,2.5,66.5,30,1,0,0,1,0,0,7,30.7
230,589,0.37,6.5,498,6.5,7.09,498,50,2.5,400,2.5,66.5,30,1,0,0,1,0,0,7,29.9
230,589,0.37,6.5,249,6.5,7.09,747,75,2.5,400,2.5,66.5,30,1,0,0,1,0,0,7,29.1
230,589,0.37,0,0,6.5,7.09,996,100,2.5,400,2.5,66.5,30,1,0,0,1,0,0,7,28.4
230,589,0.37,6.5,996,0,0,0,0,2.5,343,2.5,88.6,40,1,0,0,1,0,0,7,26.6
230,589,0.37,6.5,747,6.5,7.09,249,25,2.5,343,2.5,88.6,40,1,0,0,1,0,0,7,26.1
230,589,0.37,6.5,498,6.5,7.09,498,50,2.5,343,2.5,88.6,40,1,0,0,1,0,0,7,25.7
230,589,0.37,6.5,249,6.5,7.09,747,75,2.5,343,2.5,88.6,40,1,0,0,1,0,0,7,24.9
230,589,0.37,0,0,6.5,7.09,996,100,2.5,343,2.5,88.6,40,1,0,0,1,0,0,7,24.2
230,589,0.37,6.5,996,0,0,0,0,2.5,572,0,0,0,1,0,0,1,0,0,28,50.9
230,589,0.37,6.5,747,6.5,7.09,249,25,2.5,572,0,0,0,1,0,0,1,0,0,28,50.1
230,589,0.37,6.5,498,6.5,7.09,498,50,2.5,572,0,0,0,1,0,0,1,0,0,28,49.1
230,589,0.37,6.5,249,6.5,7.09,747,75,2.5,572,0,0,0,1,0,0,1,0,0,28,47.8
230,589,0.37,0,0,6.5,7.09,996,100,2.5,572,0,0,0,1,0,0,1,0,0,28,46.2
230,589,0.37,6.5,996,0,0,0,0,2.5,515,2.5,22.2,10,1,0,0,1,0,0,28,49.3
230,589,0.37,6.5,747,6.5,7.09,249,25,2.5,515,2.5,22.2,10,1,0,0,1,0,0,28,48.6
230,589,0.37,6.5,498,6.5,7.09,498,50,2.5,515,2.5,22.2,10,1,0,0,1,0,0,28,47.5
230,589,0.37,6.5,249,6.5,7.09,747,75,2.5,515,2.5,22.2,10,1,0,0,1,0,0,28,46.5
230,589,0.37,0,0,6.5,7.09,996,100,2.5,515,2.5,22.2,10,1,0,0,1,0,0,28,44.8
230,589,0.37,6.5,996,0,0,0,0,2.5,458,2.5,44.3,20,1,0,0,1,0,0,28,46.8
230,589,0.37,6.5,747,6.5,7.09,249,25,2.5,458,2.5,44.3,20,1,0,0,1,0,0,28,46
230,589,0.37,6.5,498,6.5,7.09,498,50,2.5,458,2.5,44.3,20,1,0,0,1,0,0,28,45.4
230,589,0.37,6.5,249,6.5,7.09,747,75,2.5,458,2.5,44.3,20,1,0,0,1,0,0,28,44.1
230,589,0.37,0,0,6.5,7.09,996,100,2.5,458,2.5,44.3,20,1,0,0,1,0,0,28,42.5
230,589,0.37,6.5,996,0,0,0,0,2.5,400,2.5,66.5,30,1,0,0,1,0,0,28,42.6
230,589,0.37,6.5,747,6.5,7.09,249,25,2.5,400,2.5,66.5,30,1,0,0,1,0,0,28,41.6
230,589,0.37,6.5,498,6.5,7.09,498,50,2.5,400,2.5,66.5,30,1,0,0,1,0,0,28,40.9
230,589,0.37,6.5,249,6.5,7.09,747,75,2.5,400,2.5,66.5,30,1,0,0,1,0,0,28,39.8
230,589,0.37,0,0,6.5,7.09,996,100,2.5,400,2.5,66.5,30,1,0,0,1,0,0,28,38.3
230,589,0.37,6.5,996,0,0,0,0,2.5,343,2.5,88.6,40,1,0,0,1,0,0,28,36.1
230,589,0.37,6.5,747,6.5,7.09,249,25,2.5,343,2.5,88.6,40,1,0,0,1,0,0,28,35.4
230,589,0.37,6.5,498,6.5,7.09,498,50,2.5,343,2.5,88.6,40,1,0,0,1,0,0,28,34.8
230,589,0.37,6.5,249,6.5,7.09,747,75,2.5,343,2.5,88.6,40,1,0,0,1,0,0,28,33.9
230,589,0.37,0,0,6.5,7.09,996,100,2.5,343,2.5,88.6,40,1,0,0,1,0,0,28,32.8
202.5,450,0.45,6.5,1161.53,0,0,0,0,2.5,362.64,2.5,65.62,20,0,0,1,0,0,0,7,19.48
202.5,450,0.45,6.5,1106.09,6.5,3,83.69,10,2.5,326.38,2.5,65.62,20,0,0,1,0,0,0,7,20.94
202.5,450,0.45,6.5,1050.65,6.5,3,167.37,20,2.5,290.11,2.5,65.62,20,0,0,1,0,0,0,7,22.63
202.5,450,0.45,6.5,995.2,6.5,3,251.06,30,2.5,253.85,2.5,65.62,20,0,0,1,0,0,0,7,19.42
202.5,450,0.45,6.5,939.76,6.5,3,334.74,40,2.5,217.58,2.5,65.62,20,0,0,1,0,0,0,7,21.81
202.5,450,0.45,6.5,1161.53,0,0,0,0,2.5,362.64,2.5,65.62,20,0,0,1,0,0,0,28,22.21
202.5,450,0.45,6.5,1106.09,6.5,3,83.69,10,2.5,326.38,2.5,65.62,20,0,0,1,0,0,0,28,28.63
202.5,450,0.45,6.5,1050.65,6.5,3,167.37,20,2.5,290.11,2.5,65.62,20,0,0,1,0,0,0,28,28.01
202.5,450,0.45,6.5,995.2,6.5,3,251.06,30,2.5,253.85,2.5,65.62,20,0,0,1,0,0,0,28,24.03
202.5,450,0.45,6.5,939.76,6.5,3,334.74,40,2.5,217.58,2.5,65.62,20,0,0,1,0,0,0,28,27.13
171,342,0.3,6.28,1015,0,0,0,0,2.74,746,0,0,0,0,0,1,0,0,0,28,43
165,550,0.3,0,0,6.73,5.81,905,100,2.74,468,2.5,65,25,0,0,1,0,0,0,28,41
165,550,0.3,0,0,6.73,5.81,905,100,2.74,312,2.5,131,50,0,0,1,0,0,0,28,30
252,446,0.56,6.5,961,0,0,0,0,2.5,585,0,0,0,0,0,1,0,0,0,28,27.33
252,446,0.56,6.5,912.95,6.5,8.96,48.1,5,2.5,585,0,0,0,0,0,1,0,0,0,28,25.5
252,446,0.56,6.5,864.9,6.5,8.96,96.1,10,2.5,585,0,0,0,0,0,1,0,0,0,28,24
252,446,0.56,6.5,816.85,6.5,8.96,144.2,15,2.5,585,0,0,0,0,0,1,0,0,0,28,23
252,446,0.56,6.5,961,6.5,8.96,192.2,20,2.5,585,0,0,0,0,0,1,0,0,0,28,22.3
252,446,0.56,6.5,961,0,0,0,0,2.5,526.5,2.5,58.5,10,0,0,1,0,0,0,28,22
252,446,0.56,6.5,961,0,0,0,0,2.5,468,2.5,67.5,20,0,0,1,0,0,0,28,20
252,446,0.56,6.5,961,0,0,0,0,2.5,468,2.5,67.5,10,0,0,1,0,0,0,28,22
252,446,0.56,6.5,912.95,6.5,8.96,48.1,5,2.5,468,2.5,67.5,10,0,0,1,0,0,0,28,20.5
252,446,0.56,6.5,864.9,6.5,8.96,96.1,10,2.5,585,2.5,67.5,10,0,0,1,0,0,0,28,20
252,446,0.56,6.5,816.85,6.5,8.96,144.2,15,2.5,585,2.5,67.5,10,0,0,1,0,0,0,28,19.6
252,446,0.56,6.5,768.8,6.5,8.96,192.2,20,2.5,468,2.5,67.5,10,0,0,1,0,0,0,28,19
126,385,0.34,6.5,1142,0,0,0,0,2.38,633,0,0,0,0,0,1,0,0,0,28,51.8
126,385,0.34,6.5,1142,0,0,0,0,2.38,570,1.79,29,10,0,0,1,0,0,0,28,48.6
125,385,0.34,6.5,1142,0,0,0,0,2.38,507,1.79,57,20,0,0,1,0,0,0,28,32.1
155,385,0.34,6.5,571,6.5,8.02,571,50,2.38,633,0,0,0,0,0,1,0,0,0,28,60.6
155,385,0.34,6.5,571,6.5,8.02,571,50,2.38,570,1.79,29,10,0,0,1,0,0,0,28,38
155,385,0.34,6.5,571,6.5,8.02,571,50,2.38,507,1.79,57,20,0,0,1,0,0,0,28,35.5
185,385,0.34,0,0,6.5,8.02,1142,100,2.38,633,0,0,0,0,0,1,0,0,0,28,46.6
184,385,0.34,0,0,6.5,8.02,1142,100,2.38,570,1.79,29,10,0,0,1,0,0,0,28,35.1
184,385,0.34,0,0,6.5,8.02,1142,100,2.38,507,1.79,57,20,0,0,1,0,0,0,28,29.4
126,385,0.34,6.5,1142,0,0,0,0,2.38,633,0,0,0,4.55,0.5,0,1,0,0,28,36.6
125,385,0.34,6.5,1142,0,0,0,0,2.38,507,1.79,57,20,4.55,0.5,0,1,0,0,28,24.6
155,385,0.34,6.5,571,6.5,8.02,571,50,2.38,507,1.79,0,20,4.55,0.5,0,1,0,0,28,23.4
185,385,0.34,0,0,6.5,8.02,1142,100,2.38,633,0,0,0,4.55,0.5,0,1,0,0,28,40
184,385,0.34,0,0,6.5,8.02,1142,100,2.38,507,1.79,57,20,4.55,0.5,0,1,0,0,28,30.6
155,385,0.34,6.5,571,6.5,8.02,571,50,2.38,570,1.79,29,10,4.55,0.5,0,1,0,0,28,23.8
126,385,0.34,6.5,1142,0,0,0,0,2.38,633,0,0,0,0,0,1,0,0,0,56,56.2
126,385,0.34,6.5,1142,0,0,0,0,2.38,570,1.79,29,10,0,0,1,0,0,0,56,52.7
125,385,0.34,6.5,1142,0,0,0,0,2.38,507,1.79,57,20,0,0,1,0,0,0,56,34.8
155,385,0.34,6.5,571,6.5,8.02,571,50,2.38,633,0,0,0,0,0,1,0,0,0,56,65.8
155,385,0.34,6.5,571,6.5,8.02,571,50,2.38,570,1.79,29,10,0,0,1,0,0,0,56,41.2
155,385,0.34,6.5,571,6.5,8.02,571,50,2.38,507,1.79,57,20,0,0,1,0,0,0,56,38.5
185,385,0.34,0,0,6.5,8.02,1142,100,2.38,633,0,0,0,0,0,1,0,0,0,56,50.6
184,385,0.34,0,0,6.5,8.02,1142,100,2.38,570,1.79,29,10,0,0,1,0,0,0,56,38.1
184,385,0.34,0,0,6.5,8.02,1142,100,2.38,507,1.79,57,20,0,0,1,0,0,0,56,31.9
126,385,0.34,6.5,1142,0,0,0,0,2.38,633,0,0,0,4.55,0.5,0,1,0,0,56,39.7
125,385,0.34,6.5,1142,0,0,0,0,2.38,507,1.79,57,20,4.55,0.5,0,1,0,0,56,26.7
155,385,0.34,6.5,571,6.5,8.02,571,50,2.38,507,1.79,0,20,4.55,0.5,0,1,0,0,56,25.4
185,385,0.34,0,0,6.5,8.02,1142,100,2.38,633,0,0,0,4.55,0.5,0,1,0,0,56,43.4
184,385,0.34,0,0,6.5,8.02,1142,100,2.38,507,1.79,57,20,4.55,0.5,0,1,0,0,56,33.2
155,385,0.34,6.5,571,6.5,8.02,571,50,2.38,570,1.79,29,10,4.55,0.5,0,1,0,0,56,25.6
184,460,0.35,6.5,1113.2,0,0,0,0,2.52,626.2,0,0,0,0,0,1,0,0,0,120,73.5
222,460,0.35,0,0,6.5,3.82,994.5,100,2.52,626.2,0,0,0,78,1,0,0,1,0,120,53.1
222,460,0.35,0,0,6.5,3.82,994.5,100,2.52,601.2,2.5,10.2,4,78,1,0,0,1,0,120,52.8
222,460,0.35,0,0,6.5,3.82,994.5,100,2.52,576.1,2.5,20.4,8,78,1,0,0,1,0,120,49.8
222,460,0.35,0,0,6.5,3.82,994.5,100,2.52,551.1,2.5,30.6,12,78,1,0,0,1,0,120,44.8
222,460,0.35,0,0,6.5,3.82,994.5,100,2.52,526,2.5,40.8,16,78,1,0,0,1,0,120,42.5
119,385,0.31,6.5,1142,0,0,0,0,2.5,633,0,0,0,0,0,1,0,0,0,7,37
120,385,0.31,6.5,571,6.5,4.42,571,50,2.5,570,2.5,29,10,0,0,1,0,0,0,7,26
123,385,0.31,0,0,6.5,4.42,1142,100,2.5,507,2.5,57,20,0,0,1,0,0,0,7,30
120,385,0.31,6.5,1142,0,0,0,0,2.5,633,0,0,0,4.6,0.1,0,0,0,1,7,57
121.5,385,0.31,6.5,571,6.5,4.42,571,50,2.5,570,2.5,29,10,4.6,0.1,0,0,0,1,7,29
124,385,0.31,0,0,6.5,4.42,1142,100,2.5,507,2.5,57,20,4.6,0.1,0,0,0,1,7,39
119,385,0.31,6.5,1142,0,0,0,0,2.5,633,0,0,0,0,0,1,0,0,0,28,40
120,385,0.31,6.5,571,6.5,4.42,571,50,2.5,570,2.5,29,10,0,0,1,0,0,0,28,30
123,385,0.31,0,0,6.5,4.42,1142,100,2.5,507,2.5,57,20,0,0,1,0,0,0,28,35
120,385,0.31,6.5,1142,0,0,0,0,2.5,633,0,0,0,4.6,0.1,0,0,0,1,28,60
121.5,385,0.31,6.5,571,6.5,4.42,571,50,2.5,570,2.5,29,10,4.6,0.1,0,0,0,1,28,32
124,385,0.31,0,0,6.5,4.42,1142,100,2.5,507,2.5,57,20,4.6,0.1,0,0,0,1,28,46
